county,state,msa,pmsa,popdensity,pop,popchange,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Gilmer,GA,,,34,13368,29.20000076,8,5.599999905,44,8.600000381,24888,4,39.20000076,45.20000076,14.89999962,99.17713928,0.276780367,44.04548264
Glascock,GA,,,16,2357,-3.700000048,9,8.800000191,208,5.300000191,25857,3.099999905,31.20000076,50.90000153,17.79999924,87.18710327,12.64319038,42.97836304
Glynn,GA,,,151,62496,16.10000038,8.399999619,5.5,9097,19.89999962,32586,0.200000003,37.40000153,49,13.30000019,73.58711243,25.50723267,36.69355011
Gordon,GA,,,102,35072,20.89999962,6.300000191,4.400000095,4172,9.199999809,31331,2.599999905,36.59999847,47,16.20000076,95.48072815,3.766537428,31.9713726
Grady,GA,,,45,20279,3.200000048,7.900000095,6.599999905,767,7.699999809,22739,5.5,41.79999924,39.29999924,18.70000076,67.38005066,31.53508568,29.74998856
Greene,GA,,,31,11793,6.599999905,8.100000381,6.099999905,2321,8.800000191,23963,3,55.70000076,32.20000076,11.89999962,49.69049454,49.91944504,34.41024399
Gwinnett,GA,520,,905,352910,134.8999939,3,1.700000048,4897,29.60000038,48000,0.100000001,29.39999962,54.29999924,15.89999962,90.94981384,5.150038242,42.6669693
Habersham,GA,,,103,27621,14.5,7.800000191,5.400000095,1764,12,28824,3,33.90000153,50,15.80000019,91.68386078,5.626153946,33.06904221
Hall,GA,,,254,95428,32.20000076,6.5,4.300000191,4817,15.39999962,34147,1.799999952,34.59999847,49.70000076,15.5,87.08974457,8.587626457,33.98688126
Hancock,GA,,,19,8908,-5.400000095,7.699999809,6,758,6.800000191,21798,7,78,16,6,20.22900772,79.4454422,35.44005203
Haralson,GA,,,79,21966,21.60000038,7.599999905,5.800000191,1910,7.5,27027,2,43.09999847,41.20000076,15.30000019,93.04379272,6.496403694,34.69452667
Harris,GA,1800,,39,17788,17.89999962,8.399999619,4.900000095,2810,13.60000038,30565,3.299999952,38.5,47.59999847,13.69999981,73.66201782,25.69709969,39.12750244
Hart,GA,,,87,19712,8.5,9.300000191,6.599999905,1543,9.100000381,27561,4.5,47.5,34.29999924,18.10000038,79.37297058,20.30235481,38.60085297
Heard,GA,,,30,8628,37.79999924,7,5,2052,5.699999809,25066,2.400000095,44.5,36.40000153,18.89999962,85.97589111,13.47936916,37.93463135
Henry,GA,520,,210,58741,86.59999847,5.099999905,3.299999952,2360,10.69999981,40733,1.100000024,32.20000076,52,15.5,88.71486664,10.33009338,41.34080124
Houston,GA,4680,,249,89208,20.79999924,5.300000191,2.5,4894,16,35300,0.400000006,37.5,43.09999847,19.10000038,76.33508301,21.72002602,36.70971298
Irwin,GA,,,24,8649,-4.099999905,8.399999619,7.199999809,4038,8.300000191,23512,10,48.40000153,34.5,16.5,69.27968597,30.40814018,32.60492706
Jackson,GA,,,92,30005,23.89999962,7,5,1862,9,28675,5.099999905,41.40000153,43.40000153,15.10000038,89.79170227,9.678386688,30.54490852
Jasper,GA,,,23,8453,15.10000038,7.800000191,5.900000095,1863,10.80000019,29346,3.299999952,49.09999847,38.09999847,12.30000019,64.84088135,34.78055191,35.76245117
Jeff Davis,GA,,,36,12032,5.699999809,6.699999809,4.400000095,3260,8.300000191,24264,2.799999952,41,39.29999924,19.29999924,83.80983734,15.24268627,41.15691376
Jefferson,GA,,,33,17408,-5.199999809,8,6.599999905,1748,6.199999809,21416,4.300000191,53.79999924,34.70000076,11.39999962,44.00275803,55.72150803,34.40372086
Jenkins,GA,,,24,8247,-4.099999905,8.600000381,5.599999905,3274,7.699999809,22230,6.400000095,51.40000153,34.09999847,14.39999962,58.33636475,41.37261963,33.07869339
Johnson,GA,,,27,8329,-4.400000095,8.600000381,6.699999809,389,4.900000095,22540,5.800000191,44.70000076,39.90000153,15.19999981,65.7221756,34.08572388,39.56056976
Jones,GA,4680,,54,20739,28.10000038,5.900000095,3.400000095,1090,12,35598,1.899999976,45.90000153,38.09999847,15.89999962,73.86083984,25.63768768,35.09812546
Lamar,GA,,,73,13038,10.39999962,7.800000191,5.599999905,1786,10,26201,3.099999905,46.79999924,38.70000076,13.60000038,65.6465683,34.06964111,33.82420731
Lanier,GA,,,31,5531,1.600000024,6.400000095,5.400000095,1256,5.400000095,20280,5.199999809,47.29999924,35,17.39999962,71.92189789,26.57747269,30.97089195
Laurens,GA,,,50,39988,10.5,8.300000191,5.599999905,4870,12,26944,2.799999952,44,43.70000076,11.39999962,66.23236847,33.26998138,35.15804672
Lee,GA,120,,49,16250,49.29999924,4.199999809,2.299999952,2046,13.69999981,34112,1.700000048,30.70000076,51.79999924,17.29999924,80.04307556,19.2923069,36.35692215
Liberty,GA,,,110,52745,51.79999924,2.299999952,1.399999976,3012,13.39999962,22123,0.200000003,48.79999924,35.90000153,14.89999962,54.85828018,39.16011047,14.9682436
Lincoln,GA,,,36,7442,13.5,8.899999619,5.300000191,421,8.199999809,25733,5.199999809,44.90000153,38.79999924,16.20000076,61.81134033,37.97366333,39.7473793
Long,GA,,,17,6202,51.90000153,5.5,3,1341,5.199999809,20500,2.5,44.70000076,36.70000076,18.10000038,75.54014587,21.63818169,31.55433655
Lowndes,GA,,,155,75981,14.80000019,5.599999905,3.900000095,6876,16.29999924,28007,0.899999976,40.59999847,46.29999924,12.89999962,66.55084991,31.90402794,29.20730209
Lumpkin,GA,,,54,14573,43.59999847,5.900000095,4.300000191,2108,11.10000038,30417,2.099999905,39.90000153,39.20000076,20.60000038,96.08179474,1.633157253,34.55705643
McDuffie,GA,,,80,20119,12.80000019,7.199999809,4.699999809,1177,10.39999962,26444,2.200000048,40.79999924,45.70000076,13.30000019,63.22381973,36.38351822,32.14871597
McIntosh,GA,,,21,8634,11.39999962,7.599999905,5.199999809,1734,8.699999809,24117,2.799999952,54.70000076,29.20000076,15.60000038,56.52073288,43.0738945,40.73430634
Macon,GA,,,32,13114,-7.699999809,7.400000095,6.400000095,1089,10.10000038,21908,4.5,65.40000153,24.79999924,9.5,40.85709763,58.67012405,29.02241898
Madison,GA,500,,78,21050,24.5,6.300000191,4.699999809,84,9.699999809,30065,4.699999809,34.70000076,48.59999847,16.39999962,90.50356293,8.783847809,32.74584198
Marion,GA,,,16,5590,7.699999809,7.599999905,5.300000191,595,4.599999905,20904,6.800000191,55.70000076,34.59999847,9.600000381,58.139534,41.25223541,36.77996445
Meriwether,GA,,,45,22411,6.900000095,7.800000191,5.699999809,2436,6.699999809,23867,2.900000095,54.70000076,32.29999924,12.89999962,55.13810349,44.57186127,32.66253281
Miller,GA,,,22,6280,-10.60000038,8.899999619,7.800000191,389,8.199999809,25586,10.30000019,42.09999847,37.29999924,20.5,72.32484436,27.48407555,35.30254745
Mitchell,GA,,,40,20275,-2.700000048,7.300000191,5.800000191,2982,7.800000191,21961,4.5,52.70000076,33.09999847,14.10000038,51.36374664,47.58076477,28.58199692
Monroe,GA,,,45,17113,22.5,6.400000095,4.900000095,3235,12.89999962,32127,1.700000048,45,39.29999924,15.39999962,67.76719666,31.59001923,36.0427742
Montgomery,GA,,,30,7163,3.799999952,6.800000191,5.5,1161,10.10000038,25124,5,45.29999924,38.59999847,15.89999962,69.77523041,28.28423882,36.53497314
Morgan,GA,,,38,12883,14.39999962,7.400000095,5.800000191,3030,11,30628,3.799999952,46.20000076,40.29999924,13.39999962,64.85290527,34.6115036,34.58045578
Murray,GA,,,81,26147,41.20000076,4.900000095,3.299999952,2884,5.5,29708,2.099999905,38.29999924,45.09999847,16.39999962,99.26951599,0.156805754,27.59016418
Muscogee,GA,1800,,862,179278,9.600000381,6.5,4.300000191,6249,16.60000038,28565,0,49.70000076,41.70000076,8.399999619,58.99329376,38.01972198,28.60362053
Newton,GA,520,,162,41808,29.10000038,6.099999905,4.5,3793,9.5,31803,1.399999976,42.5,42.5,14.60000038,76.9493866,22.38088417,32.67078018
Oconee,GA,500,,101,17618,50.40000153,5.099999905,4.099999905,2954,28.39999962,38417,3.5,34,51.09999847,14.60000038,91.69031525,7.46395731,45.83948135
Oglethorpe,GA,,,23,9763,14,6.800000191,5.300000191,1693,12.80000019,28175,8.800000191,40.29999924,42.90000153,16.70000076,74.71063995,24.77721977,37.92891693
Paulding,GA,520,,151,41611,81.19999695,4.400000095,2.900000095,3101,7.599999905,35667,1.5,34.5,47.59999847,17.60000038,95.43389893,3.96049118,36.25964355
Peach,GA,4680,,145,21189,14.80000019,6,4,1994,15.19999981,30436,1.299999952,52.70000076,33.40000153,13.60000038,50.57341003,47.54825592,32.90858459
Pickens,GA,520,,65,14432,29,8.100000381,5.400000095,278,9,27790,2.799999952,41,40.59999847,18,97.83120728,1.711474538,39.82815933
Pierce,GA,,,40,13328,14.80000019,7,4.699999809,1006,6.300000191,25373,4.900000095,41.40000153,42.5,15.80000019,87.65756226,11.77220917,33.55342102
Pike,GA,,,48,10224,17.60000038,7.099999905,5.300000191,1000,9.300000191,32399,3.700000048,40.20000076,44.40000153,15.19999981,79.44052887,20.08020401,40.14084625
Polk,GA,,,110,33815,5.900000095,8,6.099999905,2994,6.800000191,27896,3.099999905,45.70000076,39,15,84.46251678,14.1682682,31.54813004
Pulaski,GA,,,33,8108,-9.699999809,8.699999809,6.900000095,3487,10.69999981,28514,2.799999952,50.90000153,31.20000076,17.79999924,66.56388855,32.46176529,42.56290054
Putnam,GA,,,44,14137,45.90000153,7.800000191,4.5,1571,11.69999981,28925,2.099999905,45.79999924,37.40000153,16.5,65.78482056,33.58562469,33.20365143
Quitman,GA,,,15,2209,-3.799999952,11.19999981,6.300000191,1063,7.300000191,18140,4.699999809,56.70000076,30.79999924,12.30000019,49.47940063,50.11317444,41.73834229
Rabun,GA,,,32,11648,14.30000019,10.60000038,7.599999905,2318,11.60000038,24233,1.200000048,40.59999847,41.20000076,17.79999924,98.93544006,0.351991773,39.68063354
Randolph,GA,,,19,8023,-16.29999924,9.5,7.800000191,841,6,17221,3,59.29999924,30,10.60000038,41.25638962,57.8960495,36.88146591
Richmond,GA,600,,625,189719,11.5,6.099999905,3.900000095,9238,17.29999924,29607,0.100000001,48.59999847,40.70000076,10.60000038,55.14049911,41.97734451,31.37429619
Rockdale,GA,520,,451,54091,61.29999924,5,3,4776,18.10000038,42838,0.300000012,30.89999962,52.59999847,16.10000038,90.43093872,8.051246643,41.9478302
Schley,GA,,,21,3588,4,7.900000095,5.5,1145,8,26895,3.700000048,46.40000153,39.40000153,13.89999962,64.57636261,34.05797195,36.12039948
Screven,GA,,,21,13842,-1.799999952,8.5,6.400000095,1449,8.600000381,25154,4.800000191,44.40000153,39.09999847,16.20000076,54.8909111,44.8562355,31.5416851
Seminole,GA,,,38,9010,0.100000001,9,5.800000191,1325,7.800000191,22401,4.400000095,47.40000153,33.70000076,18.60000038,66.93673706,32.66370773,27.95782471
Spalding,GA,520,,284,54457,17.20000076,6.900000095,4.900000095,4771,11.10000038,29936,0.600000024,40.59999847,46.20000076,13,70.29582977,28.98617172,28.8925209
Stephens,GA,,,133,23257,9.600000381,9.199999809,5.800000191,2460,13.10000038,27768,1.799999952,35,47.70000076,17,87.28554535,11.98348904,36.51803589
Stewart,GA,,,12,5654,-7,9.800000191,7.400000095,1021,8,19500,1.700000048,52.90000153,40.79999924,6,36.09833908,63.28263092,51.45030212
Sumter,GA,,,63,30228,4.699999809,7,6.300000191,4420,15.89999962,25676,3.200000048,49,39.40000153,11.39999962,52.63331985,46.46354294,30.32949638
Talbot,GA,,,17,6524,1.899999976,7.099999905,6.400000095,1887,7.099999905,23054,5,65.90000153,25,8.899999619,37.33905411,62.33905411,41.10974884
Taliaferro,GA,,,9,1915,-11.60000038,10.30000019,8.899999619,1788,5.599999905,17847,8.399999619,68.30000305,24.29999924,7.199999809,38.43342209,60.93994904,57.75457001
Tattnall,GA,,,37,17722,-0.899999976,7.800000191,5.599999905,3698,6.5,23726,4.699999809,39.70000076,43.20000076,16.79999924,68.20336151,29.21227837,33.52894592
Taylor,GA,,,20,7642,-3.200000048,8.600000381,5.800000191,1703,7.099999905,22423,3.799999952,52.5,37.5,9.800000191,56.16330719,43.18241119,37.58178329
Telfair,GA,,,26,11000,0.5,9.5,8,2233,8.600000381,20453,3,53.40000153,31.60000038,14.60000038,65.47272491,34.29999924,38.10909271
Terrell,GA,,,31,10653,-12.60000038,8.300000191,6.699999809,3975,9.199999809,21538,4.699999809,55.90000153,32.90000153,11.10000038,39.9042511,59.86107254,32.61053085
Thomas,GA,,,72,38986,3.900000095,8,5.900000095,5276,13.39999962,25598,1.5,40.5,46,13.30000019,61.48617554,37.85717773,30.64689827
Tift,GA,,,134,34998,8.199999809,6.5,4.800000191,5713,14,26578,2.400000095,41.09999847,46.90000153,11.89999962,71.2640686,26.77581596,27.34156227
Toombs,GA,,,67,24072,8.300000191,7.199999809,5.300000191,3239,11.39999962,25245,2,35.40000153,48.20000076,16.20000076,73.09737396,23.41724777,31.11498833
Towns,GA,,,42,6754,24.20000076,13.80000019,10.10000038,1177,11.39999962,23114,2.400000095,40.09999847,45.20000076,14.5,99.70388031,0,54.84157562
Treutlen,GA,,,30,5994,-2.700000048,8.300000191,7,1061,6.300000191,21404,2.799999952,47.59999847,38.29999924,13.60000038,66.75008392,33.09976578,39.10577393
Troup,GA,,,137,55536,13.10000038,7.699999809,6,7644,13.60000038,30072,0.800000012,37.59999847,47.59999847,14.60000038,69.2487793,30.05978012,30.68099976
Turner,GA,,,30,8703,-9.800000191,7.900000095,6.199999809,2316,7.199999809,22330,6.099999905,55.20000076,31,12.19999981,58.93370056,40.60668564,34.74663925
Twiggs,GA,4680,,27,9806,4.300000191,6.599999905,4.5,858,4.800000191,22867,1.899999976,61.79999924,25.10000038,12.69999981,53.94656372,45.90047073,34.59106827
Union,GA,,,40,11993,36.79999924,10.80000019,7.599999905,1631,10.10000038,24334,4,40.70000076,44.79999924,14.19999981,99.43300629,0.158425748,47.1608429
Upson,GA,,,81,26300,0.899999976,9,7,3478,9,27446,2.099999905,41.59999847,45,13.19999981,71.85170746,27.65019035,34.22433472
Walker,GA,1560,,133,58340,5,8,5.300000191,3315,8.399999619,28250,0.899999976,35.59999847,48.5,15.69999981,95.61021423,3.849845648,29.97600365
Walton,GA,520,,124,38586,30.60000038,6.5,4.699999809,3237,9.399999619,31659,2,38.90000153,45.29999924,15.5,80.79873657,18.413414,32.11268234
Ware,GA,,,40,35471,-3.799999952,8.699999809,6.400000095,4627,10.39999962,25183,1.700000048,43.90000153,43.90000153,12.10000038,73.31904602,26.04380989,29.38738632
Warren,GA,,,21,6078,-8.399999619,8.399999619,8.100000381,467,4.199999809,21325,5.300000191,57,34.5,8.300000191,39.70055771,60.15136719,35.78479767
Washington,GA,,,28,19112,2.5,7.400000095,6.300000191,4452,9.800000191,25466,4.5,52.20000076,35.40000153,12.19999981,48.12683105,51.66387558,35.18731689
Wayne,GA,,,37,22356,14.69999981,6.800000191,4.900000095,3457,9.600000381,27582,2.299999952,40.40000153,44.79999924,14.69999981,79.99642181,19.49364853,33.78063965
Webster,GA,,,11,2263,-5.400000095,8.699999809,5.800000191,346,5.5,22054,10.69999981,65.90000153,22.79999924,11.30000019,49.80114746,50.02209473,40.25629807
Wheeler,GA,,,16,4903,-6.800000191,9.300000191,6.900000095,1457,8.600000381,21008,3.599999905,51.79999924,35.40000153,12.60000038,68.36631012,30.0632267,34.6522522
White,GA,,,58,13006,37.40000153,8.899999619,6,2294,13.60000038,27830,2.900000095,33.59999847,47.40000153,18.79999924,96.27864075,2.767953157,40.20452118
Whitfield,GA,,,256,72462,12.69999981,6,3.900000095,4363,12,32423,0.800000012,33,54,12.89999962,93.19781494,4.003477573,30.69056892
Wilcox,GA,,,18,7008,-9.5,9.899999619,7.400000095,1017,7.599999905,22356,11.39999962,50.09999847,33.59999847,15.89999962,67.87957001,31.7494297,38.85559464
Wilkes,GA,,,22,10597,-3.299999952,9.699999809,7.300000191,951,10.39999962,23913,3.5,49.29999924,38.70000076,11.69999981,53.31697464,46.32443237,37.38793945
Wilkinson,GA,,,23,10228,-0.800000012,6.699999809,4.800000191,2860,8.800000191,30360,1.5,56.09999847,30.29999924,12.80000019,57.78255844,42.06100845,39.81227875
Worth,GA,,,36,19745,12.80000019,7,4.599999905,2259,6.300000191,25713,5.099999905,44.20000076,40.20000076,15.5,68.57432556,30.64573288,29.56191444
Hawaii,HI,,,32,120317,41.59999847,7.800000191,4.800000191,5864,18.5,33186,2.5,50.5,30.39999962,17.5,39.67518997,0.511149704,42.3182106
Honolulu,HI,3320,,1438,836231,13.19999981,7,4,5959,24.60000038,45313,0.100000001,46.59999847,39.09999847,13.39999962,31.61470985,3.094240665,31.79037857
Kalawao,HI,,,8,130,-23.60000038,20,13.80000019,0,4.599999905,41250,0,,,,23.07692337,0,0
Kauai,HI,,,87,51177,38.79999924,7.699999809,5.400000095,4533,16.29999924,41099,1.600000024,56.5,33.09999847,9.300000191,34.60929871,0.412294596,37.04789352
Maui,HI,,,93,100374,52.29999924,7,4.300000191,6927,17.79999924,42129,1.299999952,51.09999847,30,17.89999962,39.61782837,0.492159337,36.98667145
Ada,ID,1080,,212,205775,29,6,4.400000095,4567,24.89999962,35813,1,29,44.5,25.60000038,96.65313721,0.465557039,53.537117
Adams,ID,,,3,3254,5.599999905,8.600000381,6,864,10.80000019,25781,12.60000038,23.60000038,38.90000153,35.90000153,98.43270111,0.061462816,59.52673721
Bannock,ID,,,62,66026,4.800000191,5.900000095,4.300000191,4795,19.79999924,31724,1.299999952,34.40000153,37.29999924,25.20000076,93.51165009,0.652773142,48.78532791
Bear Lake,ID,,,6,6084,-9.699999809,8.600000381,6.400000095,1609,11.39999962,27045,5.5,19.70000076,49.70000076,24,98.60289001,0,46.90992737
Benewah,ID,,,10,7937,-2.200000048,7.199999809,5.900000095,2945,8.800000191,24984,4.699999809,34.29999924,33,31.5,91.69711304,0.075595312,46.65490723
Bingham,ID,,,19,37583,8.600000381,5.900000095,4.199999809,2447,13.10000038,27496,7.099999905,22.29999924,45.90000153,25.89999962,86.31295776,0.103770323,42.54849243
Blaine,ID,,,6,13552,51.20000076,4.199999809,2.5,4748,33,37969,3.200000048,35.70000076,28,35.29999924,97.70513916,0.07378985,59.19421387
Boise,ID,,,2,3509,34.5,7.5,3.5,2513,14.39999962,30476,0.899999976,26.89999962,39.29999924,32.5,97.77714539,0.056996297,66.11569977
Bonner,ID,,,17,26622,19.89999962,8.699999809,5.599999905,4794,15.19999981,24248,2.599999905,36.09999847,28.5,33.59999847,98.45240784,0.138982803,51.91571045
Bonneville,ID,,,41,72207,17.29999924,5.400000095,3.599999905,4808,23.20000076,34378,2.700000048,19.79999924,46.79999924,28.89999962,95.89929199,0.411317468,48.99248123
Boundary,ID,,,7,8332,18.5,6.699999809,5.599999905,1721,13.30000019,25288,5.800000191,29,39.20000076,30.10000038,95.41526794,0.036005761,45.29524612
Butte,ID,,,1,2918,-12,7.400000095,5.400000095,498,13.5,30411,16.20000076,28.79999924,40.09999847,26.10000038,96.94996643,0,51.50788116
Camas,ID,,,1,727,-7.699999809,7.599999905,6.099999905,1600,15,26667,9.100000381,27.60000038,41.59999847,29.79999924,97.93672943,0.275103152,66.85006714
Canyon,ID,1080,,163,90076,14.89999962,7.599999905,6.099999905,6163,12,26328,5.400000095,24,50.79999924,23.70000076,89.30791473,0.194280386,42.01896286
Caribou,ID,,,4,6963,-18.20000076,6.5,5.199999809,1865,11.80000019,33708,7,17.39999962,41.70000076,33.59999847,98.00373077,0.100531377,46.47422028
Cassia,ID,,,8,19532,3.799999952,7.199999809,5.199999809,5919,14,27245,9.600000381,17.70000076,53.20000076,23.39999962,90.00614166,0.01535941,39.02313995
Clark,ID,,,0,762,0,8,4.199999809,2290,14.10000038,29583,14.80000019,22.5,46.09999847,28.10000038,90.28871155,0,55.5118103
Clearwater,ID,,,4,8505,-16.60000038,9,6,2393,11.39999962,26832,4.199999809,38.40000153,30.89999962,29.39999962,97.14286041,0.117577896,43.88006973
Custer,ID,,,1,4133,19.60000038,7.300000191,4.699999809,1970,15.60000038,30000,7.900000095,26.10000038,38.29999924,33.70000076,97.84660339,0.048390999,52.35906219
Elmore,ID,,,7,21205,-4.599999905,4.599999905,2.900000095,2500,15.80000019,25502,1.5,27,44.79999924,27.10000038,89.12049103,3.664230108,32.49233627
Franklin,ID,,,14,9232,6.5,7.199999809,6.699999809,2100,14.30000019,28717,11.69999981,12.89999962,52.20000076,22,98.05026245,0.054159444,43.86915207
Fremont,ID,,,6,10937,3.900000095,6.599999905,4.699999809,1958,11.10000038,26836,7.800000191,18.20000076,47.09999847,27.20000076,93.92886353,0.08228948,45.295784
Gem,ID,,,22,11844,4.900000095,10.39999962,7.5,2054,8.600000381,25055,8.600000381,28.10000038,42.90000153,27.20000076,95.59270477,0.109760217,48.31982422
Gooding,ID,,,16,11633,1.299999952,9.300000191,8,1674,13.30000019,22885,12.10000038,27.5,39.09999847,28.60000038,93.57861328,0.060173646,47.82945251
Idaho,ID,,,2,13783,-3.900000095,8.699999809,6.900000095,1469,12.69999981,25302,10.5,29.29999924,40.20000076,28.20000076,97.06159973,0.021765944,48.85728836
Jefferson,ID,,,16,16543,14.30000019,5.699999809,4.099999905,2378,11.80000019,27313,11,13.69999981,48.79999924,30.39999962,94.46291351,0.042313971,43.01517105
Jerome,ID,,,26,15138,5.699999809,8.399999619,5.699999809,3047,11,24499,10.80000019,25.89999962,44.20000076,26.29999924,94.49068451,0.059453033,44.39159775
Kootenai,ID,,,62,69795,29.60000038,8,5.400000095,5209,16,30013,1.600000024,31.79999924,36,31,98.08869171,0.134680137,52.04957199
Latah,ID,,,30,30617,10.5,4.900000095,4.699999809,2826,35.79999924,30474,4,44.29999924,32.79999924,22.10000038,95.98589325,0.568311751,53.33638
Lemhi,ID,,,2,6899,-5.099999905,10.89999962,6.599999905,1285,11.80000019,23077,8.100000381,26.10000038,40.29999924,30.79999924,98.17364502,0.028989708,55.3848381
Lewis,ID,,,8,3516,-11.89999962,10.19999981,7.300000191,2012,13.19999981,24640,7.5,37.90000153,33.40000153,27.60000038,94.48236847,0.113765642,50.56882858
Lincoln,ID,,,3,3308,-0.300000012,8.100000381,6.300000191,0,11.89999962,25128,21.39999962,30.29999924,38.59999847,26,97.67230988,0.090689242,51.36034012
Madison,ID,,,51,23674,23,3.200000048,2.599999905,3512,19.20000076,26726,3.900000095,9.5,59.09999847,24.70000076,96.05896759,0.18163386,32.79124832
Minidoka,ID,,,27,19361,2.299999952,8,4.5,3719,9,25977,11.19999981,24.5,44.5,25.29999924,85.42947388,0.222095966,38.30897141
Nez Perce,ID,,,41,33754,5.199999809,9,7.099999905,3809,15.60000038,30734,1.600000024,41.59999847,32,25.70000076,93.85850525,0.142205372,50.28737259
Oneida,ID,,,3,3492,6.5,9.5,8.199999809,2109,12.89999962,28165,17.10000038,18.79999924,38.20000076,31.60000038,98.25315094,0.114547536,53.43642426
Owyhee,ID,,,1,8392,3.299999952,7.099999905,5.699999809,2656,8.699999809,21054,14.39999962,22.29999924,47.79999924,28.10000038,82.63822937,0.26215443,36.60629272
Payette,ID,,,43,16434,10.39999962,8.800000191,7.300000191,3573,9.800000191,23755,7.199999809,24.60000038,42.90000153,30.5,92.55202484,0.085189238,41.04296112
Power,ID,,,5,7086,9.899999619,5.800000191,4.400000095,4636,11.10000038,27607,3.099999905,28.10000038,45.40000153,23.39999962,86.88964081,0.098786339,42.01242065
Shoshone,ID,,,5,13931,-29,9.5,7.300000191,4654,9,25723,0.200000003,48.59999847,22,28.70000076,97.7675705,0.114851773,47.00308609
Teton,ID,,,9,3439,33.40000153,6.900000095,4.199999809,902,17.39999962,25219,11.30000019,24.60000038,39.70000076,31.70000076,97.70281982,0.058156442,55.77202606
Twin Falls,ID,,,29,53580,5.800000191,8.399999619,6.900000095,4986,13.30000019,27895,8.199999809,28.10000038,44,25.70000076,95.56177521,0.121313922,43.86524963
Valley,ID,,,2,6109,23.79999924,8.800000191,4,5552,19.39999962,27967,2.400000095,30.29999924,37.29999924,31.60000038,98.01931763,0.130954325,67.98166656
Washington,ID,,,6,8550,-0.899999976,10.60000038,9.300000191,2414,10.30000019,21068,9.100000381,26.20000076,42.09999847,28.10000038,89.59064484,0.081871346,50.07017517
Adams,IL,,,77,66090,-7.400000095,9.300000191,8.300000191,3466,13.69999981,29104,5.599999905,37.20000076,42.79999924,19.5,96.71205902,2.575276136,47.78181458
Alexander,IL,,,45,10626,-13.80000019,9.600000381,8.5,5518,7.800000191,19399,4.099999905,58.79999924,29.79999924,10.89999962,66.38433838,32.90043259,41.05025482
Bond,IL,,,40,14991,-7.099999905,9.100000381,8.300000191,2253,12.69999981,29427,11.10000038,45.40000153,36,18.20000076,96.5712738,2.861716986,50.35020828
Boone,IL,6880,,116,30806,14.5,6.599999905,5.099999905,2945,12,38586,4.599999905,37.5,41,21.10000038,95.25417328,0.412257344,44.23488998
Brown,IL,,,19,5836,9.100000381,8.300000191,8.5,1612,9.800000191,25180,13.60000038,42.59999847,38.29999924,18.70000076,90.19876862,9.372858047,46.07608032
Bureau,IL,,,41,35688,-9,9.699999809,8.5,1279,12.5,31711,10.30000019,42.20000076,38.20000076,19.29999924,98.51210785,0.140103117,50.17652893
Calhoun,IL,,,20,5322,-12,10.19999981,9.699999809,763,7,26208,19.60000038,54.20000076,26.60000038,19,99.54904175,0.018789928,52.66817093
Carroll,IL,,,37,16805,-11.5,10.19999981,8.399999619,1626,10.60000038,30798,13,37.20000076,42.90000153,19.60000038,98.29812622,0.660517693,45.69473267
Cass,IL,,,35,13437,-11.69999981,9.199999809,8,1179,10.60000038,27785,8.600000381,49.59999847,33.5,16.60000038,99.60556793,0.119074196,47.97945786
Champaign,IL,1400,,176,173025,4,5,3.799999952,6599,34.09999847,35630,1.799999952,46,35.59999847,17.79999924,84.67330933,9.570293427,43.97745895
Christian,IL,,,48,34418,-6,9.399999619,8.5,1145,9.300000191,30558,5.900000095,51.40000153,28.89999962,19.29999924,99.29688263,0.238247424,51.10697937
Clark,IL,,,32,15921,-6.5,10.30000019,9.100000381,1729,9.199999809,28469,14.30000019,41.79999924,39.79999924,18.20000076,99.50379944,0.062810123,50.11619949
Clay,IL,,,31,14460,-6.099999905,10,9.399999619,1788,7.599999905,24187,13.80000019,44.5,37.09999847,17.89999962,99.60581207,0.027662518,46.00276566
Clinton,IL,7040,,72,33944,5,7.5,6.199999809,1777,9.199999809,34440,8.199999809,42.29999924,36.5,21,96.29978943,3.00789547,46.61206818
Coles,IL,,,102,51644,-0.899999976,7.400000095,6.400000095,2113,18.70000076,32491,3.700000048,42.20000076,36.29999924,21.10000038,97.15940094,1.79110837,43.180233
Cook,IL,1602,1600,5434,5105067,-2.200000048,7.300000191,5.099999905,8475,22.79999924,39296,0,58.20000076,28.20000076,13.10000038,62.77972412,25.80077744,42.0494957
Crawford,IL,,,44,19464,-6.300000191,9.699999809,8.600000381,1445,9.5,29274,9.300000191,41,37.29999924,21.29999924,99.1574173,0.32367447,49.68659973
Cumberland,IL,,,31,10670,-2.200000048,8.800000191,6.800000191,1578,8.199999809,28425,15.89999962,40.59999847,35.79999924,23.20000076,99.59700012,0.046860356,48.75351334
DeKalb,IL,1602,1600,126,77932,7.099999905,5.599999905,4.599999905,4335,26.10000038,39006,3.599999905,40.09999847,37,22.39999962,93.63034821,2.654878616,43.92547226
De Witt,IL,,,42,16516,-8.199999809,9.199999809,7.5,4605,11.80000019,32235,9,38.79999924,40.79999924,19.89999962,99.21894073,0.151368365,46.97868729
Douglas,IL,,,47,19464,-1.600000024,8.600000381,6.599999905,1292,11.39999962,32269,8.899999619,40.40000153,40,19.29999924,99.05466461,0.082203038,42.51952362
