per_cap_income,zipcode
19932,18056
19528,18058
18408,18059
27723,18062
22179,18063
22788,18064
23995,18066
20916,18067
27192,18069
22156,18070
17231,18071
18547,18072
24110,18073
23539,18074
20645,18076
29135,18077
28086,18078
11623,18079
18917,18080
16860,18081
21009,18083
21759,18085
20398,18086
17944,18087
20340,18088
21535,18091
31146,18092
0,180HH
10605,18101
12940,18102
21014,18103
25885,18104
27397,18106
0,181HH
17507,18201
15555,18210
20708,18211
18779,18214
17002,18216
14021,18218
26799,18219
15645,18220
14467,18221
20951,18222
16035,18224
10392,18225
17412,18229
9560,18230
13548,18231
14347,18232
15858,18234
17132,18235
14967,18237
9219,18239
18554,18240
14873,18241
16544,18242
15409,18244
10750,18245
9406,18246
17951,18248
24926,18249
21166,18250
16187,18251
16667,18252
16012,18254
16638,18255
19237,18256
0,182HH
19650,18301
27882,18321
20721,18322
26717,18323
19993,18324
20502,18325
22261,18326
21641,18327
18725,18328
17614,18330
18522,18331
19421,18332
25178,18333
20338,18334
20212,18336
21269,18337
17630,18340
12968,18341
20977,18343
19338,18344
19513,18346
19457,18347
21786,18349
20794,18350
17275,18351
21635,18353
22477,18354
20436,18355
30641,18356
29721,18357
21627,18360
19621,18370
20881,18372
0,183HH
19703,18403
16431,18405
15970,18407
26675,18411
16548,18413
24245,18414
19711,18415
17324,18417
17216,18419
17491,18420
16620,18421
19628,18424
15770,18425
21325,18426
19785,18428
15794,18430
17271,18431
18375,18433
16570,18434
16933,18435
17529,18436
20014,18437
20500,18438
18652,18439
16758,18441
11946,18443
19372,18444
15507,18445
16542,18446
18273,18447
22029,18451
17596,18452
18384,18453
23259,18455
15011,18456
13795,18457
23705,18458
11358,18459
18381,18460
21546,18461
24401,18462
18518,18464
15420,18465
16019,18466
16485,18469
16848,18470
42923,18471
15656,18472
13199,18473
0,184HH
0,184XX
11220,18503
16615,18504
17587,18505
21205,18507
14933,18508
17862,18509
15518,18510
17761,18512
16843,18517
19228,18518
17277,18519
10181,18601
33558,18602
16089,18603
18247,18610
16068,18611
22684,18612
17410,18614
17013,18615
17951,18616
13753,18617
21422,18618
18787,18619
15815,18621
16508,18622
15266,18623
26282,18624
19963,18625
19011,18626
8062,18628
17485,18629
14932,18630
19091,18631
14623,18632
16226,18634
16637,18635
17453,18636
17404,18640
17597,18641
17585,18642
18061,18643
18809,18644
14570,18651
22168,18653
17227,18655
20312,18656
18375,18657
17501,18660
17677,18661
0,186HH
22156,186XX
11335,18701
16241,18702
18536,18704
19087,18705
16683,18706
22695,18707
26760,18708
16240,18709
17493,18801
18683,18810
20684,18812
17452,18813
15951,18814
13365,18816
15213,18817
16547,18818
15610,18820
15380,18821
14513,18822
14526,18823
17048,18824
15339,18825
16843,18826
11972,18827
14753,18828
16680,18829
17315,18830
15751,18831
15869,18832
15414,18833
15353,18834
16097,18837
15205,18839
19611,18840
27490,18842
16035,18844
16755,18845
17255,18846
15292,18847
18002,18848
16516,18850
16597,18851
17950,18853
16170,18854
0,188HH
34723,18901
28889,18914
26113,18915
21778,18917
29631,18920
43020,18923
36533,18925
43125,18927
31148,18929
26497,18930
25179,18932
14773,18936
48571,18938
37530,18940
32933,18942
25064,18944
25913,18947
21384,18951
32479,18954
21281,18955
22674,18960
22648,18962
24150,18964
30230,18966
23806,18969
15314,18970
25951,18972
24101,18974
25595,18976
52178,18977
30068,18980
0,189HH
24874,19001
37498,19002
33541,19003
44027,19004
38748,19006
17109,19007
26910,19008
34321,19009
47645,19010
26844,19012
12991,19013
23397,19014
20882,19015
21521,19018
22838,19020
19697,19021
15091,19022
15091,19023
38865,19025
25366,19026
32041,19027
19268,19029
22244,19030
31890,19031
17684,19032
21998,19033
41219,19034
90940,19035
19727,19036
28575,19038
23661,19040
57273,19041
20299,19043
25529,19044
38694,19046
26383,19047
23139,19050
23564,19053
21496,19054
19500,19055
22197,19056
18707,19057
23207,19061
34020,19063
26898,19064
51480,19066
35759,19067
23452,19070
48905,19072
43829,19073
20513,19074
27217,19075
19826,19076
22643,19078
16621,19079
34376,19081
16743,19082
26730,19083
50204,19085
32619,19086
47220,19087
24361,19090
20971,19094
34388,19095
51543,19096
0,190HH
33941,19102
45002,19103
10159,19104
61933,19106
22121,19107
0,19108
18988,19111
4200,19112
17409,19113
21786,19114
21540,19115
20285,19116
46520,19118
28287,19119
12664,19120
9438,19121
9754,19122
14156,19123
13402,19124
12720,19125
16375,19126
24368,19127
23534,19128
17949,19129
27544,19130
16519,19131
10853,19132
7133,19133
9889,19134
16358,19135
15748,19136
15983,19137
14434,19138
12195,19139
9702,19140
13455,19141
11684,19142
13551,19143
17098,19144
14634,19145
14540,19146
23791,19147
14609,19148
17388,19149
20091,19150
16084,19151
19812,19152
18859,19153
21408,19154
0,191HH
35499,19301
18855,19310
25904,19311
50492,19312
25557,19316
52438,19317
5703,19319
21539,19320
21299,19330
43780,19333
29604,19335
36167,19341
33263,19342
32367,19343
18452,19344
3805,19345
33300,19348
34192,19350
21405,19352
41149,19355
12269,19358
20045,19362
19221,19363
20169,19365
16245,19367
19440,19369
29256,19372
25347,19373
20534,19374
34214,19380
33967,19382
25199,19390
0,193HH
19916,19401
27877,19403
19278,19405
32728,19406
45925,19421
41626,19422
44022,19425
28685,19426
26051,19428
27316,19435
57913,19436
48437,19437
28042,19438
24634,19440
40363,19444
28508,19446
25278,19453
32888,19454
21907,19457
30543,19460
30831,19462
21165,19464
26885,19465
26416,19468
16293,19472
26959,19473
45038,19474
24346,19475
23575,19478
24345,19492
0,194HH
19868,19501
24979,19503
20704,19504
20615,19505
21048,19506
19293,19507
21679,19508
25521,19510
20740,19511
22470,19512
20927,19516
25763,19518
21479,19519
23470,19520
22930,19522
22025,19523
23785,19525
21190,19526
20689,19529
18257,19530
23535,19533
19853,19534
20459,19536
22915,19539
23527,19540
22561,19541
20196,19543
16506,19544
14023,19545
22317,19547
15203,19549
13454,19550
24080,19551
16884,19554
18675,19555
19733,19559
19887,19560
23457,19562
23043,19565
20124,19567
0,195HH
12279,19601
11902,19602
14868,19604
22556,19605
23882,19606
26056,19607
24879,19608
23780,19609
36448,19610
17234,19611
0,196HH
25566,19701
22924,19702
20721,19703
20424,19706
39230,19707
23890,19709
654485,19710
25910,19711
22011,19713
19896,19720
26687,19730
19023,19731
279424,19732
26608,19733
22957,19734
83524,19736
0,197HH
13706,19801
17266,19802
41655,19803
21034,19804
18395,19805
44820,19806
76651,19807
27640,19808
25931,19809
32101,19810
0,198HH
18995,19901
12332,19902
19359,19904
50486,19930
22443,19931
14216,19933
20773,19934
17276,19938
22646,19939
17712,19940
17419,19941
16423,19942
17704,19943
44415,19944
17757,19945
16818,19946
17299,19947
17995,19950
20311,19951
17049,19952
17676,19953
15814,19954
15400,19955
17023,19956
24575,19958
15309,19960
18500,19962
19027,19963
16598,19964
18633,19966
21977,19967
20438,19968
23171,19970
31215,19971
17952,19973
21478,19975
18975,19977
17468,19979
17642,19980
0,199HH
14631,20001
22400,20002
32512,20003
73803,20004
26145,20005
8138,20006
53471,20007
65221,20008
35116,20009
19287,20010
21884,20011
33492,20012
54040,20015
57519,20016
20757,20017
20827,20018
14379,20019
15401,20020
27786,20024
13699,20032
54554,20036
43216,20037
0,200HH
37296,20105
23538,20106
23241,20109
24618,20110
23708,20111
31385,20112
37209,20115
41222,20117
40266,20118
24020,20119
32144,20120
28688,20121
43491,20124
28656,20129
46298,20130
33226,20132
29233,20135
31020,20136
34582,20137
15639,20138
27233,20139
9793,20140
34526,20141
38340,20143
46208,20144
35714,20147
37423,20148
30820,20151
35795,20152
34294,20155
30579,20158
27005,20164
39127,20165
29716,20166
33870,20169
31298,20170
39009,20171
34064,20175
31791,20176
30491,20180
28138,20181
45972,20184
27776,20186
31108,20187
36710,20190
39640,20191
56499,20194
45499,20197
41452,20198
0,201HH
36187,20319
17541,20332
16413,20336
0,20375
0,203XX
24678,20601
20433,20602
25696,20603
27558,20606
29987,20607
24233,20608
26728,20609
21658,20611
21894,20612
23519,20613
21691,20615
23654,20616
29681,20617
25082,20618
27294,20619
25610,20620
20109,20621
23691,20622
21355,20623
18138,20624
26139,20625
22647,20626
35246,20628
19170,20629
32503,20630
25695,20632
22040,20634
24095,20636
28471,20637
28556,20639
21509,20640
33375,20645
27041,20646
24721,20650
20753,20653
21887,20657
23158,20658
21647,20659
19966,20662
20858,20664
21908,20667
14279,20670
24894,20674
26594,20675
27749,20676
33153,20677
23386,20678
22519,20680
21411,20684
24823,20685
27787,20687
37346,20688
21846,20689
29239,20690
27508,20692
22147,20693
26123,20695
0,206HH
4312,20701
25555,20705
23478,20706
27063,20707
25509,20708
17102,20710
24428,20711
17520,20712
23339,20714
29047,20715
29824,20716
30844,20720
35996,20721
16663,20722
28484,20723
28741,20724
26105,20732
26175,20733
25462,20735
28609,20736
17819,20737
18547,20740
18434,20743
29104,20744
19898,20745
20295,20746
20680,20747
24080,20748
26010,20751
28862,20754
13466,20755
28973,20758
45080,20759
16520,20762
19241,20763
29552,20764
39021,20765
31584,20769
25268,20770
28972,20772
28940,20774
32471,20776
43048,20777
30250,20778
33595,20779
18027,20781
21000,20782
16827,20783
19820,20784
16924,20785
21792,20794
0,207HH
55958,20812
51575,20814
65838,20815
61509,20816
60593,20817
53836,20818
34011,20832
40540,20833
30557,20837
39540,20838
36554,20839
37063,20841
42276,20842
34698,20850
23537,20851
42643,20852
32914,20853
64104,20854
33711,20855
32404,20860
37180,20861
44359,20862
29043,20866
19459,20868
34963,20871
26454,20872
29387,20874
27352,20876
22379,20877
35236,20878
25796,20879
38755,20880
37389,20882
30339,20886
38573,20895
48979,20896
0,208HH
28695,20901
26059,20902
18061,20903
28082,20904
34986,20905
26357,20906
30359,20910
23587,20912
0,209HH
19837,21001
12808,21005
25232,21009
12835,21010
31165,21012
35542,21013
26598,21014
27496,21015
23103,21017
31805,21028
41684,21029
36075,21030
8225,21031
37954,21032
21557,21034
40922,21035
41077,21036
32306,21037
18092,21040
37087,21042
31267,21043
34481,21044
29943,21045
33622,21046
30172,21047
25923,21048
27047,21050
24467,21051
22459,21052
22989,21053
31379,21054
70146,21056
34940,21057
20712,21060
20953,21061
23145,21071
23497,21074
26051,21075
26785,21076
43182,21077
22480,21078
34593,21082
25696,21084
24057,21085
32532,21087
26332,21090
39665,21093
0,210HH
22121,21102
26302,21104
25206,21105
29856,21108
37691,21111
25746,21113
32889,21114
32755,21117
30040,21120
24566,21122
27306,21128
16240,21130
45724,21131
21559,21132
22968,21133
28644,21136
40701,21140
24337,21144
35056,21146
39438,21152
21276,21154
29462,21155
31109,21156
22871,21157
23210,21158
21870,21160
26022,21161
21708,21162
31416,21163
0,211HH
17868,21201
12100,21202
32936,21204
10988,21205
17356,21206
19013,21207
37917,21208
32337,21209
47232,21210
20675,21211
27279,21212
12618,21213
21169,21214
14986,21215
13403,21216
13008,21217
18833,21218
21112,21219
19679,21220
17890,21221
18612,21222
11586,21223
16434,21224
14677,21225
20675,21226
19811,21227
25736,21228
16747,21229
21122,21230
19975,21231
22263,21234
25509,21236
22040,21237
20391,21239
20489,21244
32688,21286
0,212HH
32525,21401
13468,21402
33466,21403
45387,21405
0,214HH
17888,21502
14525,21520
16706,21521
8867,21522
21156,21523
14826,21524
24081,21528
15329,21529
16773,21530
13549,21531
14847,21532
14600,21536
14317,21538
13989,21539
15488,21540
26985,21541
19318,21542
13021,21543
16073,21545
16102,21550
17729,21555
16258,21557
22183,21560
17739,21561
14055,21562
0,215HH
27273,21601
19256,21607
22006,21610
35135,21612
18852,21613
24749,21617
29425,21619
23220,21620
32334,21622
24997,21623
21814,21624
17394,21625
19065,21626
17507,21627
18576,21628
19945,21629
20831,21631
15751,21632
22977,21634
23203,21635
16239,21636
30069,21638
16650,21639
15280,21640
18675,21641
16442,21643
14679,21644
21282,21645
23022,21647
31052,21648
11468,21649
13718,21650
18067,21651
42160,21653
53920,21654
17718,21655
26955,21657
31802,21658
17492,21659
17512,21660
19187,21661
48655,21662
37896,21663
15881,21664
26281,21665
26792,21666
23804,21667
16651,21668
14962,21669
13868,21671
31430,21672
20831,21673
9995,21675
23140,21676
20170,21677
21089,21678
23405,21679
0,216HH
26429,21701
25298,21702
24274,21703
26347,21704
29090,21710
19001,21711
21453,21713
20727,21716
22859,21717
25307,21718
18488,21719
20020,21722
36738,21723
15077,21727
19190,21733
18226,21734
36022,21737
43134,21738
17739,21740
24937,21742
15552,21750
35841,21754
26981,21755
17761,21756
20835,21757
24055,21758
20044,21762
16367,21766
20608,21767
27295,21769
27302,21770
28590,21771
22944,21773
27747,21774
21007,21776
24348,21777
20228,21778
21981,21779
19809,21780
23030,21782
19939,21783
26676,21784
19079,21787
22254,21788
28385,21790
22756,21791
23581,21793
33312,21794
19822,21795
28113,21797
23473,21798
0,217HH
19125,21801
19852,21804
33640,21810
23790,21811
24098,21813
20578,21814
15080,21817
15529,21821
18567,21822
27072,21824
17551,21826
16460,21829
19948,21830
26698,21835
17801,21837
17909,21838
21285,21840
17847,21841
26414,21842
17456,21849
17657,21850
18768,21851
15041,21853
21655,21856
15190,21861
16290,21862
17873,21863
13647,21864
17030,21865
15823,21866
11305,21867
15561,21869
17523,21871
21167,21872
18016,21874
18248,21875
0,218HH
0,218XX
21506,21901
9967,21902
20513,21903
20217,21904
20832,21911
22402,21912
21719,21913
19125,21914
24772,21915
20847,21917
19816,21918
25526,21919
12185,21920
21529,21921
27769,21930
0,219HH
31938,22003
34906,22015
26935,22026
44282,22027
33386,22030
32063,22031
33972,22032
39971,22033
51249,22039
27333,22041
28821,22042
36168,22043
31987,22044
39641,22046
16218,22060
69332,22066
26761,22079
0,220HH
65031,22101
59535,22102
54947,22124
25055,22125
15013,22134
26433,22150
29980,22151
33844,22152
33968,22153
18492,22172
36532,22180
49744,22181
52273,22182
20035,22191
30809,22192
23040,22193
0,221HH
46228,22201
46538,22202
34109,22203
23830,22204
42710,22205
34749,22206
49119,22207
40766,22209
18496,22211
49202,22213
43808,22301
44898,22302
33404,22303
31885,22304
24921,22305
24823,22306
46499,22307
45271,22308
28618,22309
35968,22310
30827,22311
27334,22312
55621,22314
36971,22315
0,223HH
21527,22401
24839,22405
26887,22406
22998,22407
24048,22408
18209,22427
32080,22432
21502,22433
19899,22435
14375,22436
20995,22437
17957,22438
20955,22443
13211,22448
16601,22454
17064,22460
19172,22469
22585,22473
16063,22476
45887,22480
22376,22482
22090,22485
19365,22488
0,224HH
0,224XX
18135,22503
20958,22504
59041,22507
27231,22508
19686,22509
24951,22511
18343,22514
18237,22520
12322,22529
17811,22534
21649,22535
16470,22538
22492,22539
18855,22542
18942,22546
27754,22548
21447,22553
24461,22554
18716,22560
15492,22567
16233,22572
21627,22576
32244,22578
27500,22579
17573,22580
0,225HH
0,225XX
20577,22601
22765,22602
21224,22603
17567,22610
23451,22611
27256,22620
19464,22624
22016,22625
16400,22626
19950,22627
19744,22630
15446,22637
34096,22639
31016,22640
16959,22641
20565,22642
18822,22643
18745,22644
23033,22645
33801,22646
18626,22650
21349,22652
22278,22654
19623,22655
18408,22656
19449,22657
22119,22660
20177,22663
20237,22664
0,226HH
19549,22701
17409,22709
12992,22711
19950,22712
17871,22713
23304,22714
13650,22715
25122,22716
16750,22718
17480,22719
25434,22720
9588,22722
17315,22723
26920,22724
16779,22726
19930,22727
24234,22728
15534,22729
18429,22730
21327,22731
24298,22732
19085,22733
16737,22734
17901,22735
24337,22736
20688,22737
20143,22738
21378,22740
21001,22741
26664,22742
17486,22743
29069,22746
26171,22747
35522,22749
17811,227XX
15197,22801
19123,22802
26582,22810
14636,22811
18964,22812
17269,22815
22235,22820
17448,22821
19736,22824
16647,22827
14096,22830
12366,22831
15600,22832
21180,22834
17277,22835
22566,22840
21914,22841
18313,22842
17933,22843
19046,22844
10928,22845
19694,22846
16397,22847
16550,22849
16171,22850
13985,22851
17364,22853
0,228HH
27083,228XX
31160,22901
21496,22902
19125,22903
29383,22911
20007,22920
19005,22922
20709,22923
29371,22924
18058,22931
19082,22932
22267,22935
29050,22936
16829,22937
21375,22938
21400,22939
24170,22940
19103,22942
23969,22943
24672,22946
35208,22947
18171,22948
17813,22949
20149,22952
8739,22954
56195,22957
44683,22958
20959,22959
17613,22960
22140,22963
15861,22964
20712,22967
19981,22968
12755,22969
22314,22971
39366,22972
19876,22973
17260,22974
13765,22976
19325,22980
40835,22989
0,229HH
0,229XX
7090,23001
19379,23002
12392,23004
22710,23005
22375,23009
26977,23011
22403,23015
23387,23021
23387,23022
19211,23023
20406,23024
20521,23025
15016,23027
18587,23030
15345,23032
24514,23035
20029,23038
35181,23039
15667,23040
25923,23043
21430,23045
25621,23047
23285,23050
19102,23055
17619,23056
34294,23059
26856,23060
20267,23061
25217,23062
17690,23063
19856,23064
20565,23065
23028,23066
36497,23068
18538,23069
34805,23070
19713,23071
18839,23072
16863,23075
28864,23076
15077,23079
17470,23083
23300,23084
20434,23085
19992,23086
21346,23089
15301,23091
14424,23092
19838,23093
0,230HH
24532,23102
43743,23103
24987,23106
14753,23108
18592,23109
19013,23110
23993,23111
26140,23112
36319,23113
26739,23115
28721,23116
19522,23117
20277,23119
30347,23120
15241,23123
23147,23124
20565,23125
16861,23126
33801,23128
32005,23129
16411,23130
19996,23138
22853,23139
18748,23140
24488,23141
27742,23146
14847,23148
17105,23149
21864,23150
18021,23153
16368,23156
18243,23161
43395,23163
20010,23168
21569,23169
32485,23175
16980,23176
19934,23177
26896,23178
17233,23180
21806,23181
13829,23184
31391,23185
5721,23186
24857,23188
23966,23192
0,231HH
9109,23219
20740,23220
35501,23221
14136,23222
14838,23223
14243,23224
21271,23225
32392,23226
23275,23227
21768,23228
34092,23229
21557,23230
20853,23231
35324,23233
17882,23234
27897,23235
28099,23236
19789,23237
24288,23294
0,23298
0,232HH
18454,23301
18749,23302
11767,23303
31557,23304
18009,23306
10698,23307
10985,23308
16215,23310
23192,23314
20145,23315
8092,23316
22766,23320
22732,23321
23322,23322
18063,23323
13865,23324
19973,23325
20368,23336
14429,23337
17871,23347
16765,23350
42229,23354
20064,23356
13938,23357
21463,23358
15994,23359
26333,23389
8873,23395
0,233HH
14582,23401
8787,23404
18976,23405
8358,23407
15360,23409
14746,23410
13588,23413
11642,23415
8018,23416
23264,23417
17356,23418
13389,23420
16242,23421
25185,23423
20217,23426
13404,23427
20334,23430
31692,23432
41850,23433
17146,23434
20426,23435
24628,23436
17876,23437
22068,23438
23190,23440
7143,23441
13576,23442
32205,23451
21470,23452
23859,23454
26001,23455
20185,23456
23485,23457
13559,23459
15967,23461
17958,23462
20495,23464
22733,23480
19838,23487
7107,23488
0,234HH
17166,23502
18064,23503
10125,23504
18655,23505
37251,23507
20654,23508
17986,23509
19377,23510
14626,23513
21246,23517
18078,23518
14288,23521
9219,23523
0,235HH
19032,23601
19946,23602
15731,23603
11167,23604
15703,23605
23290,23606
11859,23607
17111,23608
16566,23651
18812,23661
25336,23662
14533,23663
23215,23664
24941,23665
20000,23666
18606,23669
14174,23690
17325,23691
27260,23692
25731,23693
28905,23696
0,236HH
16837,23701
14078,23702
19363,23703
14051,23704
15687,23707
11515,23708
0,237HH
12448,23801
14969,23803
20877,23805
19742,23821
16450,23824
15384,23827
12411,23828
14394,23829
20692,23830
24543,23831
23287,23832
18961,23833
22766,23834
26363,23836
20275,23837
30885,23838
15081,23839
21175,23840
23116,23841
22713,23842
15360,23843
13351,23844
14922,23845
17106,23846
14504,23847
12030,23850
17778,23851
13491,23856
26172,23857
17955,23860
15896,23866
18387,23867
12750,23868
18593,23872
20452,23874
21845,23875
16154,23876
15482,23878
15611,23879
17233,23881
20557,23882
16157,23883
25284,23885
19556,23887
15102,23888
14955,23889
12755,23890
19745,23893
21910,23894
16440,23897
18082,23898
25616,23899
0,238HH
0,238XX
15605,23901
14972,23915
17768,23917
19257,23919
14705,23920
14486,23921
12274,23922
15594,23923
14522,23924
19860,23927
16144,23930
12647,23934
12727,23936
15276,23937
14581,23938
12856,23939
19356,23942
5731,23943
14231,23944
15988,23947
15306,23950
18653,23952
14422,23954
15576,23958
14528,23959
18483,23960
14183,23962
16283,23963
13410,23964
14876,23966
12815,23967
13890,23968
17934,23970
13740,23974
14351,23976
0,239HH
11234,24011
17542,24012
11627,24013
29024,24014
22716,24015
12874,24016
14318,24017
30033,24018
22755,24019
2872,24020
17617,24053
16255,24054
16136,24055
22520,24058
25752,24059
15849,24060
22427,24064
19336,24065
18107,24066
21094,24067
14233,24069
20046,24070
14330,24072
18856,24073
14020,24076
22767,24077
17063,24078
16538,24079
18041,24082
28419,24083
18131,24084
18258,24085
10865,24086
15148,24087
17066,24088
14942,24089
20475,24090
16870,24091
19115,24092
17431,24093
25178,24094
23506,24095
0,240HH
21518,24101
14724,24102
20788,24104
12132,24105
17338,24112
15250,24120
24447,24121
17044,24122
16766,24124
16322,24127
25968,24128
8353,24131
17456,24132
16084,24133
19018,24134
17502,24136
25335,24137
19910,24138
15229,24139
17700,24141
3773,24142
17924,24147
18947,24148
18635,24149
11431,24150
16245,24151
20405,24153
14232,24161
21504,24162
16945,24165
16557,24167
22314,24168
15499,24171
15953,24174
23341,24175
30210,24176
18853,24179
21868,24184
15253,24185
0,241HH
17189,24201
18211,24202
19662,24210
21905,24211
9682,24215
12646,24216
12087,24217
8164,24218
15791,24219
10716,24220
10772,24221
13717,24224
13775,24225
11333,24226
13371,24228
12261,24230
14670,24236
17976,24237
12010,24239
13309,24243
12985,24244
13019,24245
15731,24248
12293,24250
17023,24251
11628,24256
16451,24258
15681,24260
14918,24263
10727,24265
17231,24266
15784,24269
19418,24270
13793,24271
11687,24272
14853,24273
13474,24277
13073,24279
19213,24280
11332,24281
8453,24282
13719,24283
8305,24285
15601,24290
15501,24292
15626,24293
0,242HH
19575,24301
17770,24311
17175,24312
12657,24313
19923,24314
15904,24315
11442,24316
13586,24317
12134,24318
15639,24319
10934,24322
14493,24323
18965,24324
14426,24325
26676,24326
3241,24327
16466,24328
12729,24330
17203,24333
15602,24340
18654,24343
15812,24347
16943,24348
13446,24350
12852,24351
19062,24352
16572,24354
17023,24360
16541,24361
14558,24363
21992,24366
19084,24368
14556,24370
13133,24374
16524,24375
13905,24377
17261,24378
15548,24380
15266,24381
18318,24382
0,243HH
19437,24401
79439,24412
13685,24413
3375,24415
16379,24416
21777,24421
15960,24422
19243,24426
13830,24430
17580,24431
14125,24432
19833,24433
20520,24435
22066,24437
14966,24439
17511,24440
17349,24441
14603,24442
24145,24445
16535,24448
18155,24450
13940,24457
13835,24458
19138,24459
19867,24460
12144,24463
18306,24464
17280,24465
24041,24467
18606,24471
17090,24472
24525,24473
15065,24474
15850,24475
18854,24477
18279,24479
18445,24482
21102,24483
17181,24484
18488,24485
22532,24486
15554,24487
0,244HH
0,244XX
15746,24501
17694,24502
28528,24503
12901,24504
17796,24517
13675,24520
18559,24521
17894,24522
17768,24523
21047,24526
17322,24527
14400,24528
19381,24529
16472,24530
18111,24531
16411,24533
12580,24534
15438,24536
17020,24538
13368,24539
16188,24540
19224,24541
14901,24549
18314,24550
25114,24551
16388,24553
16648,24554
14137,24555
23173,24556
15013,24557
19163,24558
20356,24562
16085,24563
13501,24565
14435,24566
15156,24569
16580,24571
16361,24572
16985,24574
13921,24577
19041,24578
17626,24579
16146,24580
22243,24581
15882,24586
18093,24588
16410,24589
17370,24590
16920,24592
17199,24593
20820,24594
6744,24595
14811,24597
18277,24598
25267,24599
0,245HH
7277,24601
12772,24602
12840,24603
14896,24604
18237,24605
14740,24606
13066,24607
14640,24609
10784,24612
12595,24613
12685,24614
9329,24620
9932,24622
7988,24624
10839,24628
14844,24630
14343,24631
12059,24634
12223,24635
18364,24637
10729,24639
14940,24641
15643,24646
10615,24649
15298,24651
12800,24656
13915,24657
16196,24701
12039,24712
12029,24714
11172,24715
14939,24716
18652,24719
14089,24724
15762,24726
7644,24731
11773,24733
11460,24736
9651,24737
9261,24739
15999,24740
12148,24747
13444,24801
9128,24808
10093,24811
9361,24813
8375,24815
7632,24816
6994,24817
13440,24818
6221,24821
10004,24822
10281,24823
14342,24824
6992,24825
11636,24827
7276,24828
6530,24829
17275,24830
10762,24831
14422,24836
11068,24839
8087,24842
9314,24843
11858,24844
9911,24845
8011,24846
8509,24848
11618,24849
11796,24850
12723,24851
7745,24852
9580,24853
18217,24854
7950,24855
15330,24856
10826,24857
13863,24860
6690,24861
8284,24862
9774,24866
10079,24867
8966,24868
17031,24869
16211,24870
9757,24871
7187,24872
8177,24873
15085,24874
11131,24879
11591,24880
9671,24881
12071,24882
10574,24884
11136,24887
10566,24888
8884,24892
9872,24894
8116,24895
8881,24897
3690,24898
0,248HH
20955,24901
13842,24910
14044,24915
14426,24916
26623,24918
7545,24919
15228,24920
14874,24924
18426,24925
11278,24927
17943,24931
12134,24934
14358,24935
15202,24936
16501,24938
16684,24941
9761,24943
14901,24944
12474,24945
13453,24946
341,24950
22899,24951
14646,24954
17002,24957
9547,24962
16099,24963
11795,24966
16302,24970
12834,24974
13504,24976
25938,24977
11526,24981
14611,24983
26117,24984
14510,24985
13471,24986
34698,24991
0,249HH
0,249XX
19213,25002
19884,25003
14476,25005
15269,25007
9566,25008
11322,25009
15126,25010
14512,25011
15259,25015
10212,25019
10045,25021
13932,25022
14682,25024
12315,25025
11549,25028
9943,25030
21495,25031
12877,25033
20032,25035
5001,25036
12419,25039
22500,25040
11550,25043
7475,25044
14238,25045
7157,25047
13881,25048
45257,25049
9208,25051
14570,25053
12584,25054
11485,25057
22488,25059
9893,25060
11885,25063
18194,25064
15638,25067
18241,25070
17114,25071
16855,25075
18009,25076
14400,25081
20113,25082
11921,25083
12327,25085
14278,25086
12277,25088
14986,25090
0,250HH
11412,250XX
11556,25102
18997,25103
12955,25106
13119,25107
9722,25108
13604,25109
13984,25110
8732,25111
9919,25113
9825,25114
31796,25115
10123,25118
10723,25119
14039,25121
12995,25123
16434,25124
10593,25125
18567,25126
16075,25130
16231,25132
10529,25133
8244,25134
12817,25136
17866,25139
13779,25140
10580,25141
17275,25143
7161,25148
10022,25149
12509,25150
11254,25152
12414,25154
19326,25159
9928,25160
14292,25161
19854,25162
13029,25164
40519,25165
16750,25168
7552,25169
10358,25173
14856,25174
18116,25177
15827,25181
16050,25183
12580,25186
10803,25187
16406,25193
0,251HH
15629,25202
13589,25204
13846,25205
14764,25206
16817,25208
12673,25209
6532,25211
22302,25213
12139,25214
15084,25231
11026,25234
10385,25235
13765,25239
16478,25241
10764,25243
13204,25244
17368,25245
11407,25247
13783,25248
13368,25251
11215,25252
13117,25253
10057,25259
13929,25260
15840,25261
22660,25262
12364,25264
15513,25265
10474,25266
12038,25267
10357,25268
16894,25270
16379,25271
17307,25275
13229,25276
13024,25279
2419,25281
22317,25283
24300,25285
15844,25286
13029,25287
0,252HH
17867,25301
20030,25302
25162,25303
31253,25304
14774,25306
21837,25309
20795,25311
17089,25312
21468,25313
36812,25314
16450,25315
17119,25320
0,253HH
17701,25401
18488,25411
17592,25413
20779,25414
17861,25419
17580,25420
15470,25421
19195,25422
21751,25425
18644,25427
18904,25428
18422,25430
20021,25431
15415,25434
12611,25437
12964,25438
16508,25441
22461,25442
22459,25443
14135,25444
22206,25446
0,254HH
9134,25501
16159,25502
15886,25503
18907,25504
14095,25505
10784,25506
14845,25507
14688,25508
17937,25510
11129,25511
10293,25512
11240,25514
14507,25515
11348,25517
12767,25520
17441,25521
14978,25523
9259,25524
22131,25526
12472,25529
17350,25530
7766,25534
16396,25535
14113,25537
7321,25540
16784,25541
12029,25544
16921,25545
11137,25547
16896,25550
12445,25555
9958,25557
16454,25559
23605,25560
11900,25564
10322,25565
11852,25567
13738,25570
13689,25571
12303,25573
0,255HH
0,255XX
16154,25601
12865,25606
15736,25607
12615,25608
9687,25611
18195,25612
